Agency,Fire_Name,Hectares__Ha_,Latitude,Longitude,ObjectId,Stage_of_Control,Start_Date,Time_Zone,latitude,longitude,response_type
SK,2026_SK_26LA-RUTH,8119,57.3958,-103.2514,2978,OC,1782503400000,,57.3958,-103.2514,MOD
SK,2026_SK_26LA-OLIVER,380,57.0186,-103.2968,2980,OC,1782505860000,,57.0186,-103.2968,MOD
QC,2026_QC_274,3506.9,52.0442,-68.8436,2981,OC,1782501840000,,52.0442,-68.8436,MON
QC,2026_QC_275,182,52.0986,-69.0044,2982,OC,1782235620000,,52.0986,-69.0044,MON
MB,2026_MB_MB-NO074,10,54.4625,-97.1464,2983,OC,1782450000000,,54.4625,-97.1464,MON
QC,2026_QC_276,3329.3,51.0622,-70.5292,2984,OC,1782489600000,,51.0622,-70.5292,MON
ON,2026_ON_RED_FIRE_012,30,52.703,-94.4762,2986,OC,1782504240000,,52.703,-94.4762,MON
ON,2026_ON_SLK_FIRE_009,58,51.1584,-90.8899,2987,BH,1782505740000,,51.1584,-90.8899,FUL
ON,2026_ON_SLK_FIRE_011,24.3,51.5719,-89.9503,2989,UC,1782507000000,,51.5719,-89.9503,FUL
NT,2026_NT_ZF009-26,5,62.342,-102.3754,2991,OC,1782394500000,,62.342,-102.3754,MON
AB,2026_AB_HWF-083-2026,71,58.1602,-114.5366,2992,UC,1782484980000,,58.1602,-114.5366,FUL
ON,2026_ON_SLK_FIRE_005,346.7,51.3796,-89.7223,2994,OC,1782503280000,,51.3796,-89.7223,MON
SK,2026_SK_26LA-BUSS,2,56.728,-103.8011,2995,OC,1782501780000,,56.728,-103.8011,MOD
ON,2026_ON_SLK_FIRE_007,1.5,51.3436,-89.5266,2996,OC,1782505200000,,51.3436,-89.5266,MON
SK,2026_SK_26DB-HILL,0.2,55.9098,-103.0475,2997,OC,1782500880000,,55.9098,-103.0475,MOD
NT,2026_NT_ZF011-26,7900,65.6529,-117.5022,2998,OC,1782509220000,,65.6529,-117.5022,MON
MB,2026_MB_MB-NO077,100,54.9856,-95.8681,3002,OC,1782450000000,,54.9856,-95.8681,MON
NT,2026_NT_ZF010-26,4,63.6605,-103.8975,3005,OC,1782507900000,,63.6605,-103.8975,MON
NT,2026_NT_FS015-26,13214,63.3396,-123.5072,3006,OC,1782501180000,,63.3396,-123.5072,FUL
ON,2026_ON_SLK_FIRE_006,0.1,51.362,-89.7069,3008,OC,1782503880000,,51.362,-89.7069,MON
NT,2026_NT_FS016-26,21229,61.7758,-121.4275,3010,OC,1782519660000,,61.7758,-121.4275,FUL
QC,2026_QC_284,71246.6,50.055,-78.9553,3011,OC,1781820000000,,50.055,-78.9553,FUL
PC,2026_PC_2026NA3,56,61.8886,-124.8073,3013,OC,1782434040000,,61.8886,-124.8073,MON
NT,2026_NT_ZF012-26,4150,65.5455,-117.1373,3016,OC,1782510480000,,65.5455,-117.1373,MON
NT,2026_NT_VQ015-26,12,65.2744,-125.3679,3017,OC,1782502500000,,65.2744,-125.3679,FUL
SK,2026_SK_26SR-BOYER,3914,59.2772,-102.6569,3018,OC,1782517500000,,59.2772,-102.6569,MOD
ON,2026_ON_SLK_FIRE_020,49,50.4686,-90.846,3019,UC,1782515580000,,50.4686,-90.846,FUL
MB,2026_MB_MB-NO057,5,58.7308,-98.4139,3020,OC,1782363600000,,58.7308,-98.4139,MON
SK,2026_SK_26LA-MOOSE,429,56.2396,-104.308,3024,OC,1782509640000,,56.2396,-104.308,MOD
QC,2026_QC_282,768,52.2681,-76.0747,3026,OC,1782499620000,,52.2681,-76.0747,MON
SK,2026_SK_26SR-THERI,1656.3,58.2786,-104.6248,3028,OC,1782511440000,,58.2786,-104.6248,MOD
ON,2026_ON_SLK_FIRE_021,357,52.8105,-89.247,3029,OC,1782515700000,,52.8105,-89.247,MON
SK,2026_SK_26SR-PIMUTIK,13377,59.4611,-102.5919,3030,OC,1782519420000,,59.4611,-102.5919,MOD
NT,2026_NT_ZF014-26,10000,65.156,-117.6497,3033,OC,1782517320000,,65.156,-117.6497,MON
MB,2026_MB_MB-WE039,23.7,55.34,-99.6947,3034,OC,1782450000000,,55.34,-99.6947,MON
NT,2026_NT_ZF015-26,9085,64.7673,-115.5406,3035,OC,1782517680000,,64.7673,-115.5406,MON
NT,2026_NT_ZF013-26,16500,65.1225,-117.2043,3038,OC,1782516600000,,65.1225,-117.2043,MON
NT,2026_NT_ZF017-26,4411,63.7482,-119.849,3039,OC,1782519480000,,63.7482,-119.849,MON
AB,2026_AB_HWF-084-2026,135.5,57.4996,-116.8268,3041,UC,1782489780000,,57.4996,-116.8268,FUL
SK,2026_SK_26LA-SEIR01,3860,56.3521,-102.9161,3050,OC,1782519960000,,56.3521,-102.9161,MOD
NT,2026_NT_ZF018-26,6370,65.2971,-117.6656,3051,OC,1782522840000,,65.2971,-117.6656,MON
NT,2026_NT_SS012-26,8,61.0396,-117.9248,3052,UC,1782516240000,,61.0396,-117.9248,FUL
QC,2026_QC_286,0.1,52.0083,-76.0908,3053,OC,1782508440000,,52.0083,-76.0908,MOD
NT,2026_NT_SS013-26,1,60.9833,-118.4,3055,UC,1782514260000,,60.9833,-118.4,FUL
NL,2026_NL_614,2486,53.9061,-60.135,3057,BH,1782441000000,,53.9061,-60.135,MON
NL,2026_NL_613,7.1,53.8719,-60.8019,3058,BH,1782441000000,,53.8719,-60.8019,MON
NL,2026_NL_610,3467.2,53.7717,-61.2336,3059,OC,1782441000000,,53.7717,-61.2336,MON
NL,2026_NL_612,3429.9,53.9956,-61.2553,3060,OC,1782441000000,,53.9956,-61.2553,MON
NL,2026_NL_611,2949.7,53.8864,-61,3061,OC,1782441000000,,53.8864,-61,MON
MB,2026_MB_MB-NO087,600,58.3183,-99.9819,3062,OC,1782450000000,,58.3183,-99.9819,MON
MB,2026_MB_MB-NO085,100,57.5208,-100.9975,3063,OC,1782450000000,,57.5208,-100.9975,MON
MB,2026_MB_MB-NO083,15,57.2911,-100.6442,3064,OC,1782450000000,,57.2911,-100.6442,MON
MB,2026_MB_MB-NO082,32,57.205,-100.8422,3065,OC,1782450000000,,57.205,-100.8422,MON
MB,2026_MB_MB-NO080,5752.6,56.6633,-99.1486,3067,OC,1782450000000,,56.6633,-99.1486,FUL
MB,2026_MB_MB-NO089,11207.9,58.9736,-101.5453,3068,OC,1782450000000,,58.9736,-101.5453,MON
MB,2026_MB_MB-NO090,360,59.3917,-99.9719,3069,OC,1782450000000,,59.3917,-99.9719,MON
MB,2026_MB_MB-NO086,265,57.56,-101.7428,3070,OC,1782450000000,,57.56,-101.7428,MON
MB,2026_MB_MB-NO084,190,57.5297,-100.7633,3071,OC,1782450000000,,57.5297,-100.7633,MON
MB,2026_MB_MB-NO081,415,56.7619,-101.9297,3072,OC,1782450000000,,56.7619,-101.9297,MON
MB,2026_MB_MB-NO078,80,54.9831,-95.9575,3073,OC,1782450000000,,54.9831,-95.9575,MON
MB,2026_MB_MB-NO093,2030,57.7858,-96.9039,3074,OC,1782450000000,,57.7858,-96.9039,MON
MB,2026_MB_MB-NO091,1345,58.2664,-96.9503,3075,OC,1782450000000,,58.2664,-96.9503,MON
MB,2026_MB_MB-NO079,10,55.8972,-92.3119,3076,OC,1782450000000,,55.8972,-92.3119,MON
MB,2026_MB_MB-NO095,3424.8,56.8464,-101.5064,3078,OC,1782450000000,,56.8464,-101.5064,MOD
PC,2026_PC_2026WB20,15483,60.116,-112.8568,3079,OC,1782490920000,,60.116,-112.8568,FUL
MB,2026_MB_MB-NO096,45,57.1028,-100.6122,3080,OC,1782450000000,,57.1028,-100.6122,MON
MB,2026_MB_MB-NO092,7891,57.8672,-97.0103,3081,OC,1782450000000,,57.8672,-97.0103,MOD
MB,2026_MB_MB-NO088,140,58.1317,-99.4428,3082,OC,1782450000000,,58.1317,-99.4428,MON
ON,2026_ON_RED_FIRE_015,85,51.2619,-92.8803,3083,UC,1782575520000,,51.2619,-92.8803,FUL
NT,2026_NT_VQ016-26,134,66.2355,-128.8523,3084,OC,1782522060000,,66.2355,-128.8523,MOD
ON,2026_ON_RED_FIRE_017,15,53.9823,-92.9305,3085,OC,1782580200000,,53.9823,-92.9305,MOD
QC,2026_QC_289,3471.3,51.3631,-78.3894,3086,BH,1782507360000,,51.3631,-78.3894,MON
ON,2026_ON_RED_FIRE_016,591,53.6585,-93.2488,3088,OC,1782579840000,,53.6585,-93.2488,MOD
MB,2026_MB_MB-NO094,400,57.9833,-94.6472,3089,OC,1782450000000,,57.9833,-94.6472,MON
QC,2026_QC_288,632,52.8747,-68.0744,3090,OC,1782491880000,,52.8747,-68.0744,MON
NT,2026_NT_SS015-26,4,60.715,-114.2921,3092,UC,1782524880000,,60.715,-114.2921,FUL
QC,2026_QC_290,2719.4,50.2878,-78.6331,3093,OC,1782499980000,,50.2878,-78.6331,MON
QC,2026_QC_287,4091.7,51.7397,-60.1,3094,OC,1782499920000,,51.7397,-60.1,MON
NT,2026_NT_SS014-26,500,61.3852,-104.0514,3095,OC,1782328380000,,61.3852,-104.0514,MON
ON,2026_ON_RED_FIRE_018,40,54.0629,-92.7471,3096,OC,1782582420000,,54.0629,-92.7471,MOD
NT,2026_NT_ZF020-26,40,64.0887,-119.1765,3097,OC,1782587940000,,64.0887,-119.1765,MON
QC,2026_QC_292,702.1,52.3794,-66.9122,3098,OC,1782517020000,,52.3794,-66.9122,MON
NT,2026_NT_ZF021-26,4751,64.1172,-119.2295,3099,OC,1782588900000,,64.1172,-119.2295,MON
ON,2026_ON_RED_FIRE_019,550,51.6711,-92.5437,3100,OC,1782584700000,,51.6711,-92.5437,MON
PC,2026_PC_2026WP2,30,57.1383,-92.9013,3101,OC,1782590520000,,57.1383,-92.9013,MON
NT,2026_NT_SS017-26,0.5,61.0769,-112.5641,3103,OC,1782515700000,,61.0769,-112.5641,MON
ON,2026_ON_NIP_FIRE_013,500.4,53.6445,-88.6647,3104,OC,1782590460000,,53.6445,-88.6647,FUL
MB,2026_MB_MB-NO098,327.1,56.4003,-94.3119,3105,OC,1782536400000,,56.4003,-94.3119,FUL
MB,2026_MB_MB-NO099,705,56.7881,-97.3411,3106,OC,1782536400000,,56.7881,-97.3411,MON
QC,2026_QC_295,32.8,53.8042,-75.9256,3107,OC,1782515820000,,53.8042,-75.9256,MON
QC,2026_QC_294,357.5,47.7369,-77.6481,3108,OC,1782583200000,,47.7369,-77.6481,FUL
MB,2026_MB_MB-NO100,240,56.4158,-94.1803,3109,OC,1782536400000,,56.4158,-94.1803,FUL
QC,2026_QC_293,183.4,58.0272,-67.0631,3110,OC,1782493320000,,58.0272,-67.0631,MON
NT,2026_NT_SS016-26,1400,60.3979,-110.2,3111,OC,1782580980000,,60.3979,-110.2,MON
SK,2026_SK_26BN-DIGBEE,3779,57.0615,-108.5394,3113,OC,1782593580000,,57.0615,-108.5394,MOD
PC,2026_PC_2026SE1,897,65.2811,-121.1131,3114,OC,1782343680000,,65.2811,-121.1131,MON
QC,2026_QC_296,933.9,47.6819,-77.7261,3116,BH,1782590400000,,47.6819,-77.7261,FUL
NT,2026_NT_ZF019-26,1640,63.0987,-109.6764,3117,OC,1782587460000,,63.0987,-109.6764,MON
QC,2026_QC_291,28.1,53.0631,-67.7397,3118,OC,1782231240000,,53.0631,-67.7397,MON
ON,2026_ON_SLK_FIRE_022,65.5,51.7675,-92.108,3119,OC,1782586680000,,51.7675,-92.108,MON
ON,2026_ON_SLK_FIRE_023,5,51.9619,-91.7402,3120,OC,1782587880000,,51.9619,-91.7402,MON
ON,2026_ON_NIP_FIRE_014,2,53.5944,-88.829,3121,OC,1782591720000,,53.5944,-88.829,FUL
PC,2026_PC_2026WAFU1,0,68.971,-140.658,3122,OC,1782513420000,,68.971,-140.658,MON
NT,2026_NT_FS017-26,0.5,63.1095,-123.2362,3123,OC,1782576000000,,63.1095,-123.2362,FUL
ON,2026_ON_NIP_FIRE_016,1474.2,53.4417,-88.5725,3125,OC,1782596040000,,53.4417,-88.5725,FUL
NT,2026_NT_SS019-26,204,60.7655,-116.153,3126,OC,1782598980000,,60.7655,-116.153,FUL
QC,2026_QC_304,207.1,57.245,-68.8053,3128,OC,1782493140000,,57.245,-68.8053,MON
ON,2026_ON_SLK_FIRE_026,12,52.7119,-90.7713,3129,OC,1782599820000,,52.7119,-90.7713,MON
ON,2026_ON_SLK_FIRE_028,82,53.0427,-91.1869,3130,OC,1782600720000,,53.0427,-91.1869,MON
SK,2026_SK_26DB-COLT,92.1,55.7826,-102.724,3134,OC,1782588300000,,55.7826,-102.724,MOD
NT,2026_NT_FS018-26,100,62.9728,-122.7937,3136,OC,1782572400000,,62.9728,-122.7937,MON
ON,2026_ON_SLK_FIRE_027,10,51.8291,-90.6424,3138,OC,1782600120000,,51.8291,-90.6424,MOD
ON,2026_ON_SLK_FIRE_031,15,53.1864,-91.6236,3139,OC,1782604200000,,53.1864,-91.6236,MON
MB,2026_MB_MB-NO105,1,56.2439,-94.2869,3140,OC,1782536400000,,56.2439,-94.2869,MOD
NT,2026_NT_VQ019-26,631,65.816,-127.929,3141,OC,1782520560000,,65.816,-127.929,MON
ON,2026_ON_SLK_FIRE_030,0.1,51.8549,-90.2184,3142,OC,1782602340000,,51.8549,-90.2184,FUL
ON,2026_ON_SLK_FIRE_024,507.7,51.5928,-90.5666,3143,OC,1782595920000,,51.5928,-90.5666,MON
NT,2026_NT_VQ021-26,50,65.6247,-127.7236,3145,OC,1782521760000,,65.6247,-127.7236,MON
ON,2026_ON_NIP_FIRE_018,2163,51.7393,-88.7879,3146,OC,1782604020000,,51.7393,-88.7879,MON
NT,2026_NT_VQ022-26,1.5,65.2657,-125.2875,3147,OC,1782520920000,,65.2657,-125.2875,FUL
MB,2026_MB_MB-WE040,175,53.8533,-99.4039,3149,UC,1782536400000,,53.8533,-99.4039,FUL
MB,2026_MB_MB-NO103,1,56.3308,-94.03,3150,OC,1782536400000,,56.3308,-94.03,MON
PC,2026_PC_2026SE2,254,65.1599,-121.5504,3151,OC,1782517440000,,65.1599,-121.5504,MON
NT,2026_NT_SS018-26,0.5,60.4198,-112.798,3154,OC,1782595440000,,60.4198,-112.798,FUL
NT,2026_NT_SS020-26,6,60.5198,-112.9875,3155,UC,1782600240000,,60.5198,-112.9875,FUL
QC,2026_QC_307,579.8,51.3103,-78.6939,3156,OC,1782500460000,,51.3103,-78.6939,MON
ON,2026_ON_SLK_FIRE_033,0.3,53.032,-91.754,3157,OC,1782605040000,,53.032,-91.754,MON
SK,2026_SK_26LA-CRESWELL,403,56.6345,-103.228,3159,OC,1782597960000,,56.6345,-103.228,MOD
NT,2026_NT_VQ017-26,42,66.2365,-128.8722,3160,OC,1782582660000,,66.2365,-128.8722,MOD
MB,2026_MB_MB-NO106,225,56.2508,-94.3703,3161,OC,1782536400000,,56.2508,-94.3703,FUL
MB,2026_MB_MB-NO104,1,56.195,-94.1289,3162,OC,1782536400000,,56.195,-94.1289,MON
QC,2026_QC_300,1248.1,53.7325,-78.0211,3163,BH,1782593580000,,53.7325,-78.0211,MOD
ON,2026_ON_SLK_FIRE_032,20,53.1665,-91.7202,3164,OC,1782604740000,,53.1665,-91.7202,MON
ON,2026_ON_SLK_FIRE_029,153,52.8153,-89.8587,3166,OC,1782602040000,,52.8153,-89.8587,MON
NT,2026_NT_VQ018-26,308,66.053,-127.2647,3167,OC,1782489780000,,66.053,-127.2647,MON
ON,2026_ON_NIP_FIRE_015,0.1,53.6094,-88.7329,3168,OC,1782595980000,,53.6094,-88.7329,FUL
NT,2026_NT_VQ020-26,73,65.7816,-128.045,3169,OC,1782588600000,,65.7816,-128.045,MON
ON,2026_ON_SLK_FIRE_025,134.5,53.167,-90.462,3170,OC,1782599760000,,53.167,-90.462,MON
QC,2026_QC_309,3.5,53.7681,-77.9122,3172,BH,1782591180000,,53.7681,-77.9122,MON
SK,2026_SK_26LA-MIDDLE,23.1,57.85,-103.2515,3173,OC,1782607980000,,57.85,-103.2515,MOD
ON,2026_ON_SLK_FIRE_034,17.5,53.3987,-91.5087,3175,OC,1782606060000,,53.3987,-91.5087,MOD
QC,2026_QC_311,266.2,53.6731,-78.0272,3176,BH,1782593640000,,53.6731,-78.0272,MOD
BC,2026_BC_2026-G90714,0.8,59.6977,-121.207,3178,BH,1782575160000,,59.6977,-121.207,FUL
QC,2026_QC_308,50.8,53.1703,-78.6856,3179,OC,1782589620000,,53.1703,-78.6856,MON
ON,2026_ON_SLK_FIRE_036,1.5,51.781,-90.132,3181,UC,1782617400000,,51.781,-90.132,FUL
NL,2026_NL_615,20,53.3077,-63.8175,3182,BH,1782441000000,,53.3077,-63.8175,FUL
MB,2026_MB_MB-NO102,4,56.7097,-100.1975,3183,BH,1782536400000,,56.7097,-100.1975,FUL
MB,2026_MB_MB-NO107,10,56.6436,-100.3333,3184,OC,1782536400000,,56.6436,-100.3333,MON
MB,2026_MB_MB-NO110,908,57.6842,-100.1633,3185,OC,1782536400000,,57.6842,-100.1633,MON
NL,2026_NL_607,50,53.2342,-65.94,3186,UC,1782441000000,,53.2342,-65.94,MON
NL,2026_NL_606,10518,53.4957,-65.751,3187,OC,1782441000000,,53.4957,-65.751,MON
MB,2026_MB_MB-NO109,97,57.1858,-97.5425,3188,OC,1782536400000,,57.1858,-97.5425,MON
MB,2026_MB_MB-NO101,30,56.6183,-98.7581,3189,OC,1782536400000,,56.6183,-98.7581,MON
NL,2026_NL_608,88,53.2563,-65.8989,3190,UC,1782441000000,,53.2563,-65.8989,MON
MB,2026_MB_MB-NO111,700,58.0531,-97.8481,3191,OC,1782536400000,,58.0531,-97.8481,MON
MB,2026_MB_MB-NO108,690,57.2458,-97.3333,3192,OC,1782536400000,,57.2458,-97.3333,MON
MB,2026_MB_MB-NO115,200,54.4719,-96.7889,3193,OC,1782622800000,,54.4719,-96.7889,MON
MB,2026_MB_MB-NO097,10,53.5347,-95.0492,3194,OC,1782536400000,,53.5347,-95.0492,MON
NT,2026_NT_FS020-26,100,61.8934,-123.0125,3195,OC,1782605700000,,61.8934,-123.0125,FUL
MB,2026_MB_MB-NO112,250,57.1331,-93.4972,3197,OC,1782536400000,,57.1331,-93.4972,MON
NT,2026_NT_FS019-26,25,60.9988,-123.1382,3200,OC,1782568800000,,60.9988,-123.1382,FUL
NT,2026_NT_FS021-26,30,62.6195,-122.989,3201,OC,1782572400000,,62.6195,-122.989,MOD
MB,2026_MB_MB-NO116,20,54.5458,-96.6058,3202,OC,1782622800000,,54.5458,-96.6058,MON
MB,2026_MB_MB-NO113,1948.5,57.0203,-93.7519,3203,OC,1782536400000,,57.0203,-93.7519,MON
ON,2026_ON_SLK_FIRE_039,0.6,53.6033,-91.6315,3204,OC,1782666960000,,53.6033,-91.6315,MON
ON,2026_ON_NIP_FIRE_019,1.5,51.1322,-86.7763,3205,OC,1782657900000,,51.1322,-86.7763,MON
ON,2026_ON_COC_FIRE_015,1.5,55.32,-87.5743,3206,OC,1782669420000,,55.32,-87.5743,MON
MB,2026_MB_MB-NO123,0.2,53.9708,-97.8139,3207,UC,1782622800000,,53.9708,-97.8139,FUL
NT,2026_NT_ZF022-26,830,64.3469,-120.3053,3208,OC,1782660540000,,64.3469,-120.3053,MON
ON,2026_ON_SLK_FIRE_038,125,53.6775,-91.5216,3209,OC,1782666660000,,53.6775,-91.5216,MOD
NT,2026_NT_SS021-26,100,60.5148,-110.432,3210,OC,1782592920000,,60.5148,-110.432,MON
ON,2026_ON_COC_FIRE_008,153,54.7911,-88.4844,3211,OC,1782668580000,,54.7911,-88.4844,MON
ON,2026_ON_COC_FIRE_010,9,55.3074,-89.3702,3212,OC,1782668760000,,55.3074,-89.3702,MON
ON,2026_ON_COC_FIRE_014,19,56.0882,-88.9197,3213,OC,1782669300000,,56.0882,-88.9197,MON
ON,2026_ON_COC_FIRE_013,1,55.5736,-88.4345,3214,OC,1782669120000,,55.5736,-88.4345,MON
ON,2026_ON_COC_FIRE_011,8,55.2801,-89.3844,3215,OC,1782668940000,,55.2801,-89.3844,MON
NT,2026_NT_SS022-26,200,60.7248,-109.9862,3216,OC,1782593160000,,60.7248,-109.9862,MOD
ON,2026_ON_RED_FIRE_020,10,53.6763,-92.6737,3217,OC,1782664500000,,53.6763,-92.6737,MOD
ON,2026_ON_COC_FIRE_009,0.5,55.1736,-89.3152,3218,OC,1782668700000,,55.1736,-89.3152,MON
ON,2026_ON_COC_FIRE_016,0.5,55.9082,-88.2388,3219,OC,1782669540000,,55.9082,-88.2388,MON
SK,2026_SK_26LA-RED,5269,57.9267,-103.222,3220,OC,1782607260000,,57.9267,-103.222,MOD
ON,2026_ON_COC_FIRE_012,93,55.3198,-89.639,3221,OC,1782669000000,,55.3198,-89.639,MON
ON,2026_ON_COC_FIRE_017,9.5,48.9979,-80.0034,3222,UC,1782671040000,,48.9979,-80.0034,FUL
MB,2026_MB_MB-NO117,80,58.8044,-98.9294,3223,OC,1782622800000,,58.8044,-98.9294,MON
QC,2026_QC_313,0.1,51.4339,-76.3075,3224,OC,1782494460000,,51.4339,-76.3075,MON
QC,2026_QC_319,69.8,52.1556,-76.4736,3226,BH,1782581940000,,52.1556,-76.4736,MON
MB,2026_MB_MB-NO120,360,58.4294,-97.2956,3228,OC,1782622800000,,58.4294,-97.2956,MON
MB,2026_MB_MB-NO122,5,55.9006,-99.9625,3229,OC,1782622800000,,55.9006,-99.9625,MON
ON,2026_ON_SLK_FIRE_041,22.2,52.8506,-90.1507,3230,UC,1782673020000,,52.8506,-90.1507,FUL
QC,2026_QC_321,1082.6,52.2833,-76.9678,3231,BH,1782668520000,,52.2833,-76.9678,MON
MB,2026_MB_MB-NO119,1200,58.2397,-97.6286,3232,OC,1782622800000,,58.2397,-97.6286,MON
QC,2026_QC_315,8897.1,52.1919,-67.8786,3233,UC,1782662460000,,52.1919,-67.8786,FUL
MB,2026_MB_MB-NO114,2500,58.6964,-98.6367,3236,OC,1782622800000,,58.6964,-98.6367,FUL
MB,2026_MB_MB-NO125,0.1,56.2658,-98.3958,3238,OC,1782622800000,,56.2658,-98.3958,MON
SK,2026_SK_26BN-WHITEFISH,18,55.6951,-108.691,3239,UC,1782681660000,,55.6951,-108.691,FUL
QC,2026_QC_320,977,52.0889,-76.3203,3241,BH,1782668580000,,52.0889,-76.3203,MON
QC,2026_QC_316,19.9,51.3497,-78.5647,3242,BH,1782592860000,,51.3497,-78.5647,MON
QC,2026_QC_314,0.1,51.2906,-76.1739,3243,OC,1782490380000,,51.2906,-76.1739,MON
QC,2026_QC_318,6,52.1636,-76.0672,3244,BH,1782667800000,,52.1636,-76.0672,MON
MB,2026_MB_MB-WE041,0.5,55.3247,-101.1192,3245,OC,1782622800000,,55.3247,-101.1192,MON
ON,2026_ON_SLK_FIRE_040,3,52.2489,-89.1742,3246,OC,1782672240000,,52.2489,-89.1742,MON
ON,2026_ON_COC_FIRE_019,5,54.8813,-85.788,3247,OC,1782691080000,,54.8813,-85.788,MON
ON,2026_ON_SLK_FIRE_042,15,52.4804,-89.6808,3249,OC,1782690300000,,52.4804,-89.6808,MON
QC,2026_QC_327,436.9,52.0072,-77.0572,3251,OC,1782678720000,,52.0072,-77.0572,MON
QC,2026_QC_322,340.7,53.8417,-77.3136,3252,BH,1782590340000,,53.8417,-77.3136,MON
ON,2026_ON_COC_FIRE_018,17,54.9236,-85.7914,3253,OC,1782690360000,,54.9236,-85.7914,MON
QC,2026_QC_325,0.5,53.4339,-76.7503,3254,OC,1782595740000,,53.4339,-76.7503,MON
MB,2026_MB_MB-NO126,31,56.2422,-101.3569,3255,OC,1782622800000,,56.2422,-101.3569,FUL
QC,2026_QC_323,237.5,53.3361,-77.635,3256,OC,1782598380000,,53.3361,-77.635,MON
NT,2026_NT_SS024-26,500,61.6411,-106.1813,3258,OC,1782607860000,,61.6411,-106.1813,MON
QC,2026_QC_328,1,53.8903,-77.2286,3260,OC,1782591300000,,53.8903,-77.2286,MON
SK,2026_SK_26LA-HOFFER,1341.2,57.5774,-104.8385,3261,OC,1782697680000,,57.5774,-104.8385,MOD
ON,2026_ON_COC_FIRE_020,650,54.7176,-85.7758,3263,OC,1782691740000,,54.7176,-85.7758,MON
NT,2026_NT_SS025-26,110,61.3494,-106.3807,3264,OC,1782673320000,,61.3494,-106.3807,MON
QC,2026_QC_329,5.9,53.5297,-77.0411,3265,OC,1782601440000,,53.5297,-77.0411,MON
NT,2026_NT_SS023-26,2000,60.4666,-108.5308,3267,OC,1782593340000,,60.4666,-108.5308,MON
NL,2026_NL_619,330.2,55.1272,-61.4704,3269,OC,1782613800000,,55.1272,-61.4704,MON
NL,2026_NL_621,50,54.3886,-62.1255,3271,OC,1782613800000,,54.3886,-62.1255,MON
NL,2026_NL_618,2435.1,55.4395,-61.6383,3272,OC,1782527400000,,55.4395,-61.6383,MON
NL,2026_NL_617,800,54.3182,-66.1047,3273,OC,1782613800000,,54.3182,-66.1047,MON
NL,2026_NL_620,1523.7,54.7719,-61.3858,3274,OC,1782613800000,,54.7719,-61.3858,MON
MB,2026_MB_MB-NO124,1,54.6067,-97.9806,3275,OC,1782622800000,,54.6067,-97.9806,MON
QC,2026_QC_330,0.7,51.6819,-60.4247,3276,OC,1782669300000,,51.6819,-60.4247,MON
QC,2026_QC_332,-1,56.3919,-67.9417,3277,OC,1782607680000,,56.3919,-67.9417,MON
NT,2026_NT_ZF023-26,2,62.0243,-103.8241,3278,OC,1782520200000,,62.0243,-103.8241,MON
NT,2026_NT_ZF024-26,2,63.1036,-104.1323,3279,OC,1782520320000,,63.1036,-104.1323,MON
MB,2026_MB_MB-NO127,1200,57.5525,-97.9469,3280,OC,1782622800000,,57.5525,-97.9469,MON
MB,2026_MB_MB-NO121,475,57.7869,-100.1108,3281,OC,1782622800000,,57.7869,-100.1108,MON
MB,2026_MB_MB-NO130,425,57.985,-101.1644,3282,OC,1782622800000,,57.985,-101.1644,MON
MB,2026_MB_MB-NO129,320,57.7364,-100.455,3283,OC,1782622800000,,57.7364,-100.455,MON
NT,2026_NT_FS022-26,57,61.3548,-121.1201,3285,OC,1782746700000,,61.3548,-121.1201,MON
QC,2026_QC_334,3692,54.0478,-75.6919,3286,OC,1782584880000,,54.0478,-75.6919,MON
MB,2026_MB_MB-NO118,70,57.4158,-101.425,3288,OC,1782622800000,,57.4158,-101.425,MON
QC,2026_QC_335,0.1,53.5925,-72.2228,3289,OC,1782594420000,,53.5925,-72.2228,MON
QC,2026_QC_333,12947.7,54.0594,-76.0681,3290,OC,1782584880000,,54.0594,-76.0681,MON
MB,2026_MB_MB-NO128,930,58.0467,-99.6,3291,OC,1782622800000,,58.0467,-99.6,MON
NT,2026_NT_FS027-26,5000,63.2425,-121.8656,3293,OC,1782756600000,,63.2425,-121.8656,MON
MB,2026_MB_MB-NO136,550,56.3628,-93.1542,3294,OC,1782709200000,,56.3628,-93.1542,MON
NT,2026_NT_FS025-26,50,60.5188,-122.2408,3295,OC,1782750720000,,60.5188,-122.2408,MON
NT,2026_NT_FS024-26,226,61.2345,-121.9746,3296,OC,1782749700000,,61.2345,-121.9746,MON
QC,2026_QC_342,1,52.495,-78.3414,3297,OC,1782598680000,,52.495,-78.3414,MON
MB,2026_MB_MB-NO135,350,56.3847,-93.1489,3298,OC,1782709200000,,56.3847,-93.1489,MON
QC,2026_QC_343,59.4,52.8903,-76.6339,3299,OC,1782605880000,,52.8903,-76.6339,MON
MB,2026_MB_MB-NO140,180,55.9372,-90.6692,3300,OC,1782709200000,,55.9372,-90.6692,MON
ON,2026_ON_COC_FIRE_025,39,55.8692,-88.1817,3301,UC,1782753360000,,55.8692,-88.1817,MON
NT,2026_NT_ZF026-26,1,62.1715,-116.284,3302,OC,1782749280000,,62.1715,-116.284,MON
